svm_linear,0.5833333333333334,0.6
svm_polynomial,0.71,0.645
svm_rbf,0.9633333333333333,0.94
logistic,0.5800000000000001,0.6
knn,0.95,0.92
decision_tree,0.9800000000000001,0.975
random_forest,0.9766666666666668,0.94
